surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
43,The Ornaments of Gold,Az-Zukhruf,21,4346,,بَلْ قَالُوٓا۟ إِنَّا وَجَدْنَآ ءَابَآءَنَا عَلَىٰٓ أُمَّةٍۢ وَإِنَّا عَلَىٰٓ ءَاثَٰرِهِم مُّهْتَدُونَ,"No indeed! They say, ""We have found our fathers following a certain course, and we are guided by their footsteps.""",425,25,6,196,89,6236,Meccan,FALSE,,11,"[بَلْ,قَالُوٓا۟,إِنَّا,وَجَدْنَآ,ءَابَآءَنَا,عَلَىٰٓ,أُمَّةٍۢ,وَإِنَّا,عَلَىٰٓ,ءَاثَٰرِهِم,مُّهْتَدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,22,4347,,وَكَذَٰلِكَ مَآ أَرْسَلْنَا مِن قَبْلِكَ فِى قَرْيَةٍۢ مِّن نَّذِيرٍ إِلَّا قَالَ مُتْرَفُوهَآ إِنَّا وَجَدْنَآ ءَابَآءَنَا عَلَىٰٓ أُمَّةٍۢ وَإِنَّا عَلَىٰٓ ءَاثَٰرِهِم مُّقْتَدُونَ,"Whenever We sent a messenger before you to warn a township, the affluent among them said, in the same way, ""We saw our fathers following this tradition; we are only following in their footsteps.""",425,25,6,196,89,6236,Meccan,FALSE,,21,"[وَكَذَٰلِكَ,مَآ,أَرْسَلْنَا,مِن,قَبْلِكَ,فِى,قَرْيَةٍۢ,مِّن,نَّذِيرٍ,إِلَّا,قَالَ,مُتْرَفُوهَآ,إِنَّا,وَجَدْنَآ,ءَابَآءَنَا,عَلَىٰٓ,أُمَّةٍۢ,وَإِنَّا,عَلَىٰٓ,ءَاثَٰرِهِم,مُّقْتَدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,23,4348,,۞ قَٰلَ أَوَلَوْ جِئْتُكُم بِأَهْدَىٰ مِمَّا وَجَدتُّمْ عَلَيْهِ ءَابَآءَكُمْ ۖ قَالُوٓا۟ إِنَّا بِمَآ أُرْسِلْتُم بِهِۦ كَٰفِرُونَ,"Each messenger said, ""What if I should bring you better guidance than what you found your forefathers had?"" They replied, ""We reject any message you have been sent with!""",425,25,6,197,89,6236,Meccan,FALSE,,16,"[۞,قَٰلَ,أَوَلَوْ,جِئْتُكُم,بِأَهْدَىٰ,مِمَّا,وَجَدتُّمْ,عَلَيْهِ,ءَابَآءَكُمْ,ۖ,قَالُوٓا۟,إِنَّا,بِمَآ,أُرْسِلْتُم,بِهِۦ,كَٰفِرُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,24,4349,,فَٱنتَقَمْنَا مِنْهُمْ ۖ فَٱنظُرْ كَيْفَ كَانَ عَٰقِبَةُ ٱلْمُكَذِّبِينَ,So We wreaked Our vengeance on them: now see what was the end of those who rejected \[the Truth\]!,425,25,6,197,89,6236,Meccan,FALSE,,8,"[فَٱنتَقَمْنَا,مِنْهُمْ,ۖ,فَٱنظُرْ,كَيْفَ,كَانَ,عَٰقِبَةُ,ٱلْمُكَذِّبِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,25,4350,,وَإِذْ قَالَ إِبْرَٰهِيمُ لِأَبِيهِ وَقَوْمِهِۦٓ إِنَّنِى بَرَآءٌۭ مِّمَّا تَعْبُدُونَ,"Call to mind when Abraham said to his father and his people, ""I disown utterly that which you worship.",426,25,6,197,89,6236,Meccan,FALSE,,9,"[وَإِذْ,قَالَ,إِبْرَٰهِيمُ,لِأَبِيهِ,وَقَوْمِهِۦٓ,إِنَّنِى,بَرَآءٌۭ,مِّمَّا,تَعْبُدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,26,4351,,إِلَّا ٱلَّذِى فَطَرَنِى فَإِنَّهُۥ سَيَهْدِينِ,"\[I worship\] only Him who created me, and He will certainly guide me,""",426,25,6,197,89,6236,Meccan,FALSE,,5,"[إِلَّا,ٱلَّذِى,فَطَرَنِى,فَإِنَّهُۥ,سَيَهْدِينِ]",hope
43,The Ornaments of Gold,Az-Zukhruf,27,4352,,وَجَعَلَهَا كَلِمَةًۢ بَاقِيَةًۭ فِى عَقِبِهِۦ لَعَلَّهُمْ يَرْجِعُونَ,"and he left these words to endure among his descendants, so that they might return \[to God\].",426,25,6,197,89,6236,Meccan,FALSE,,7,"[وَجَعَلَهَا,كَلِمَةًۢ,بَاقِيَةًۭ,فِى,عَقِبِهِۦ,لَعَلَّهُمْ,يَرْجِعُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,28,4353,,بَلْ مَتَّعْتُ هَٰٓؤُلَآءِ وَءَابَآءَهُمْ حَتَّىٰ جَآءَهُمُ ٱلْحَقُّ وَرَسُولٌۭ مُّبِينٌۭ,"Yes, I gave the good things of this life to these \[men\] and their fathers, until the truth came to them, and a messenger expounding things clearly,",426,25,6,197,89,6236,Meccan,FALSE,,9,"[بَلْ,مَتَّعْتُ,هَٰٓؤُلَآءِ,وَءَابَآءَهُمْ,حَتَّىٰ,جَآءَهُمُ,ٱلْحَقُّ,وَرَسُولٌۭ,مُّبِينٌۭ]",hope
43,The Ornaments of Gold,Az-Zukhruf,29,4354,,وَلَمَّا جَآءَهُمُ ٱلْحَقُّ قَالُوا۟ هَٰذَا سِحْرٌۭ وَإِنَّا بِهِۦ كَٰفِرُونَ,"but when the truth came to them, they said, ""This is sorcery, and we reject it.""",426,25,6,197,89,6236,Meccan,FALSE,,9,"[وَلَمَّا,جَآءَهُمُ,ٱلْحَقُّ,قَالُوا۟,هَٰذَا,سِحْرٌۭ,وَإِنَّا,بِهِۦ,كَٰفِرُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,30,4355,,وَقَالُوا۟ لَوْلَا نُزِّلَ هَٰذَا ٱلْقُرْءَانُ عَلَىٰ رَجُلٍۢ مِّنَ ٱلْقَرْيَتَيْنِ عَظِيمٍ,"They said, ""Why was this Quran not sent down to one of the great men of the two cities?""",426,25,6,197,89,6236,Meccan,FALSE,,10,"[وَقَالُوا۟,لَوْلَا,نُزِّلَ,هَٰذَا,ٱلْقُرْءَانُ,عَلَىٰ,رَجُلٍۢ,مِّنَ,ٱلْقَرْيَتَيْنِ,عَظِيمٍ]",hope
43,The Ornaments of Gold,Az-Zukhruf,31,4356,,أَهُمْ يَقْسِمُونَ رَحْمَتَ رَبِّكَ ۚ نَحْنُ قَسَمْنَا بَيْنَهُم مَّعِيشَتَهُمْ فِى ٱلْحَيَوٰةِ ٱلدُّنْيَا ۚ وَرَفَعْنَا بَعْضَهُمْ فَوْقَ بَعْضٍۢ دَرَجَٰتٍۢ لِّيَتَّخِذَ بَعْضُهُم بَعْضًۭا سُخْرِيًّۭا ۗ وَرَحْمَتُ رَبِّكَ خَيْرٌۭ مِّمَّا يَجْمَعُونَ,"Is it they who apportion the mercy of your Lord? It is We who distribute among them their livelihood in the life of this world, and raise some of them above others in rank, so that they may take one another into service; and the mercy of your Lord is better than \[the wealth\] which they amass.",426,25,6,197,89,6236,Meccan,FALSE,,28,"[أَهُمْ,يَقْسِمُونَ,رَحْمَتَ,رَبِّكَ,ۚ,نَحْنُ,قَسَمْنَا,بَيْنَهُم,مَّعِيشَتَهُمْ,فِى,ٱلْحَيَوٰةِ,ٱلدُّنْيَا,ۚ,وَرَفَعْنَا,بَعْضَهُمْ,فَوْقَ,بَعْضٍۢ,دَرَجَٰتٍۢ,لِّيَتَّخِذَ,بَعْضُهُم,بَعْضًۭا,سُخْرِيًّۭا,ۗ,وَرَحْمَتُ,رَبِّكَ,خَيْرٌۭ,مِّمَّا,يَجْمَعُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,32,4357,,وَلَوْلَآ أَن يَكُونَ ٱلنَّاسُ أُمَّةًۭ وَٰحِدَةًۭ لَّجَعَلْنَا لِمَن يَكْفُرُ بِٱلرَّحْمَٰنِ لِبُيُوتِهِمْ سُقُفًۭا مِّن فِضَّةٍۢ وَمَعَارِجَ عَلَيْهَا يَظْهَرُونَ,"If it were not that all mankind might have become one community \[of disbelievers\], We could have given all those who deny the Lord of Mercy, houses with roofs of silver, silver staircases to ascend,",426,25,6,197,89,6236,Meccan,FALSE,,17,"[وَلَوْلَآ,أَن,يَكُونَ,ٱلنَّاسُ,أُمَّةًۭ,وَٰحِدَةًۭ,لَّجَعَلْنَا,لِمَن,يَكْفُرُ,بِٱلرَّحْمَٰنِ,لِبُيُوتِهِمْ,سُقُفًۭا,مِّن,فِضَّةٍۢ,وَمَعَارِجَ,عَلَيْهَا,يَظْهَرُونَ]",mercy
43,The Ornaments of Gold,Az-Zukhruf,33,4358,,وَلِبُيُوتِهِمْ أَبْوَٰبًۭا وَسُرُرًا عَلَيْهَا يَتَّكِـُٔونَ,"and silver doors to their houses and silver couches on which to recline,",426,25,6,197,89,6236,Meccan,FALSE,,5,"[وَلِبُيُوتِهِمْ,أَبْوَٰبًۭا,وَسُرُرًا,عَلَيْهَا,يَتَّكِـُٔونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,34,4359,,وَزُخْرُفًۭا ۚ وَإِن كُلُّ ذَٰلِكَ لَمَّا مَتَٰعُ ٱلْحَيَوٰةِ ٱلدُّنْيَا ۚ وَٱلْءَاخِرَةُ عِندَ رَبِّكَ لِلْمُتَّقِينَ,and ornaments of gold. But all of these are but the provision of this present life; it is the life to come that the Lord reserves for those who fear Him.,426,25,6,197,89,6236,Meccan,FALSE,,14,"[وَزُخْرُفًۭا,ۚ,وَإِن,كُلُّ,ذَٰلِكَ,لَمَّا,مَتَٰعُ,ٱلْحَيَوٰةِ,ٱلدُّنْيَا,ۚ,وَٱلْءَاخِرَةُ,عِندَ,رَبِّكَ,لِلْمُتَّقِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,35,4360,,وَمَن يَعْشُ عَن ذِكْرِ ٱلرَّحْمَٰنِ نُقَيِّضْ لَهُۥ شَيْطَٰنًۭا فَهُوَ لَهُۥ قَرِينٌۭ,"As for one who turns away from the remembrance of the Gracious God, We appoint for him a devil, who will become his intimate companion.",427,25,6,197,89,6236,Meccan,FALSE,,11,"[وَمَن,يَعْشُ,عَن,ذِكْرِ,ٱلرَّحْمَٰنِ,نُقَيِّضْ,لَهُۥ,شَيْطَٰنًۭا,فَهُوَ,لَهُۥ,قَرِينٌۭ]",mercy
43,The Ornaments of Gold,Az-Zukhruf,36,4361,,وَإِنَّهُمْ لَيَصُدُّونَهُمْ عَنِ ٱلسَّبِيلِ وَيَحْسَبُونَ أَنَّهُم مُّهْتَدُونَ,"Devils divert men from the \[right\] way, while they think that they are rightly guided.",427,25,6,197,89,6236,Meccan,FALSE,,7,"[وَإِنَّهُمْ,لَيَصُدُّونَهُمْ,عَنِ,ٱلسَّبِيلِ,وَيَحْسَبُونَ,أَنَّهُم,مُّهْتَدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,37,4362,,حَتَّىٰٓ إِذَا جَآءَنَا قَالَ يَٰلَيْتَ بَيْنِى وَبَيْنَكَ بُعْدَ ٱلْمَشْرِقَيْنِ فَبِئْسَ ٱلْقَرِينُ,"When such a person comes to Us, he will say \[to his comrade\], ""If only you had been as far away from me as east is from west. What an evil comrade!""",427,25,6,197,89,6236,Meccan,FALSE,,11,"[حَتَّىٰٓ,إِذَا,جَآءَنَا,قَالَ,يَٰلَيْتَ,بَيْنِى,وَبَيْنَكَ,بُعْدَ,ٱلْمَشْرِقَيْنِ,فَبِئْسَ,ٱلْقَرِينُ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,38,4363,,وَلَن يَنفَعَكُمُ ٱلْيَوْمَ إِذ ظَّلَمْتُمْ أَنَّكُمْ فِى ٱلْعَذَابِ مُشْتَرِكُونَ,"It will be said \[to such a person\], ""You have done wrong. Having partners in punishment will be of no avail to you today.""",427,25,6,197,89,6236,Meccan,FALSE,,9,"[وَلَن,يَنفَعَكُمُ,ٱلْيَوْمَ,إِذ,ظَّلَمْتُمْ,أَنَّكُمْ,فِى,ٱلْعَذَابِ,مُشْتَرِكُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,39,4364,,أَفَأَنتَ تُسْمِعُ ٱلصُّمَّ أَوْ تَهْدِى ٱلْعُمْىَ وَمَن كَانَ فِى ضَلَٰلٍۢ مُّبِينٍۢ,Can you \[Prophet\] make the deaf hear? Or guide either the blind or those who are in manifest error?,427,25,6,197,89,6236,Meccan,FALSE,,11,"[أَفَأَنتَ,تُسْمِعُ,ٱلصُّمَّ,أَوْ,تَهْدِى,ٱلْعُمْىَ,وَمَن,كَانَ,فِى,ضَلَٰلٍۢ,مُّبِينٍۢ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,40,4365,,فَإِمَّا نَذْهَبَنَّ بِكَ فَإِنَّا مِنْهُم مُّنتَقِمُونَ,"Even if We take you away from the world, We shall surely take vengeance on them",427,25,6,197,89,6236,Meccan,FALSE,,6,"[فَإِمَّا,نَذْهَبَنَّ,بِكَ,فَإِنَّا,مِنْهُم,مُّنتَقِمُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,41,4366,,أَوْ نُرِيَنَّكَ ٱلَّذِى وَعَدْنَٰهُمْ فَإِنَّا عَلَيْهِم مُّقْتَدِرُونَ,or We shall show you what We have promised them; for surely We have complete power over them.,427,25,6,197,89,6236,Meccan,FALSE,,7,"[أَوْ,نُرِيَنَّكَ,ٱلَّذِى,وَعَدْنَٰهُمْ,فَإِنَّا,عَلَيْهِم,مُّقْتَدِرُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,42,4367,,فَٱسْتَمْسِكْ بِٱلَّذِىٓ أُوحِىَ إِلَيْكَ ۖ إِنَّكَ عَلَىٰ صِرَٰطٍۢ مُّسْتَقِيمٍۢ,"So, hold fast to the Book that has been revealed to you, you are surely on the right path,",427,25,6,197,89,6236,Meccan,FALSE,,9,"[فَٱسْتَمْسِكْ,بِٱلَّذِىٓ,أُوحِىَ,إِلَيْكَ,ۖ,إِنَّكَ,عَلَىٰ,صِرَٰطٍۢ,مُّسْتَقِيمٍۢ]",hope
43,The Ornaments of Gold,Az-Zukhruf,43,4368,,وَإِنَّهُۥ لَذِكْرٌۭ لَّكَ وَلِقَوْمِكَ ۖ وَسَوْفَ تُسْـَٔلُونَ,it is certainly a reminder to you and to your people and you will soon be called to account.,427,25,6,197,89,6236,Meccan,FALSE,,7,"[وَإِنَّهُۥ,لَذِكْرٌۭ,لَّكَ,وَلِقَوْمِكَ,ۖ,وَسَوْفَ,تُسْـَٔلُونَ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,44,4369,,وَسْـَٔلْ مَنْ أَرْسَلْنَا مِن قَبْلِكَ مِن رُّسُلِنَآ أَجَعَلْنَا مِن دُونِ ٱلرَّحْمَٰنِ ءَالِهَةًۭ يُعْبَدُونَ,"Ask those of Our messengers whom We sent before you, ""Did We ever appoint gods to be worshipped besides the Beneficent One?""",427,25,6,197,89,6236,Meccan,FALSE,,13,"[وَسْـَٔلْ,مَنْ,أَرْسَلْنَا,مِن,قَبْلِكَ,مِن,رُّسُلِنَآ,أَجَعَلْنَا,مِن,دُونِ,ٱلرَّحْمَٰنِ,ءَالِهَةًۭ,يُعْبَدُونَ]",mercy
43,The Ornaments of Gold,Az-Zukhruf,45,4370,,وَلَقَدْ أَرْسَلْنَا مُوسَىٰ بِـَٔايَٰتِنَآ إِلَىٰ فِرْعَوْنَ وَمَلَإِي۟هِۦ فَقَالَ إِنِّى رَسُولُ رَبِّ ٱلْعَٰلَمِينَ,"We sent Moses with Our signs to Pharaoh and his nobles. He said, ""I am the messenger of the Lord of the Universe,""",428,25,6,197,89,6236,Meccan,FALSE,,12,"[وَلَقَدْ,أَرْسَلْنَا,مُوسَىٰ,بِـَٔايَٰتِنَآ,إِلَىٰ,فِرْعَوْنَ,وَمَلَإِي۟هِۦ,فَقَالَ,إِنِّى,رَسُولُ,رَبِّ,ٱلْعَٰلَمِينَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,46,4371,,فَلَمَّا جَآءَهُم بِـَٔايَٰتِنَآ إِذَا هُم مِّنْهَا يَضْحَكُونَ,"but when he came to them with Our signs, they ridiculed them,",428,25,6,197,89,6236,Meccan,FALSE,,7,"[فَلَمَّا,جَآءَهُم,بِـَٔايَٰتِنَآ,إِذَا,هُم,مِّنْهَا,يَضْحَكُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,47,4372,,وَمَا نُرِيهِم مِّنْ ءَايَةٍ إِلَّا هِىَ أَكْبَرُ مِنْ أُخْتِهَا ۖ وَأَخَذْنَٰهُم بِٱلْعَذَابِ لَعَلَّهُمْ يَرْجِعُونَ,even though each sign We showed them was greater than the previous one. We afflicted them with torment so that they might return \[to the right path\].,428,25,6,197,89,6236,Meccan,FALSE,,14,"[وَمَا,نُرِيهِم,مِّنْ,ءَايَةٍ,إِلَّا,هِىَ,أَكْبَرُ,مِنْ,أُخْتِهَا,ۖ,وَأَخَذْنَٰهُم,بِٱلْعَذَابِ,لَعَلَّهُمْ,يَرْجِعُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,48,4373,,وَقَالُوا۟ يَٰٓأَيُّهَ ٱلسَّاحِرُ ٱدْعُ لَنَا رَبَّكَ بِمَا عَهِدَ عِندَكَ إِنَّنَا لَمُهْتَدُونَ,"They said, ""Sorcerer, call on your Lord for us, by virtue of His pledge to you: we shall certainly accept guidance,""",428,25,6,197,89,6236,Meccan,FALSE,,11,"[وَقَالُوا۟,يَٰٓأَيُّهَ,ٱلسَّاحِرُ,ٱدْعُ,لَنَا,رَبَّكَ,بِمَا,عَهِدَ,عِندَكَ,إِنَّنَا,لَمُهْتَدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,49,4374,,فَلَمَّا كَشَفْنَا عَنْهُمُ ٱلْعَذَابَ إِذَا هُمْ يَنكُثُونَ,"but when We relieved them of the torment, they broke their word.",428,25,6,197,89,6236,Meccan,FALSE,,7,"[فَلَمَّا,كَشَفْنَا,عَنْهُمُ,ٱلْعَذَابَ,إِذَا,هُمْ,يَنكُثُونَ]",grief
43,The Ornaments of Gold,Az-Zukhruf,50,4375,,وَنَادَىٰ فِرْعَوْنُ فِى قَوْمِهِۦ قَالَ يَٰقَوْمِ أَلَيْسَ لِى مُلْكُ مِصْرَ وَهَٰذِهِ ٱلْأَنْهَٰرُ تَجْرِى مِن تَحْتِىٓ ۖ أَفَلَا تُبْصِرُونَ,"Pharaoh called to his people, ""My people, is the Kingdom of Egypt not mine? And these rivers that flow at my feet, are they not mine? Do you not see?",428,25,6,197,89,6236,Meccan,FALSE,,18,"[وَنَادَىٰ,فِرْعَوْنُ,فِى,قَوْمِهِۦ,قَالَ,يَٰقَوْمِ,أَلَيْسَ,لِى,مُلْكُ,مِصْرَ,وَهَٰذِهِ,ٱلْأَنْهَٰرُ,تَجْرِى,مِن,تَحْتِىٓ,ۖ,أَفَلَا,تُبْصِرُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,51,4376,,أَمْ أَنَا۠ خَيْرٌۭ مِّنْ هَٰذَا ٱلَّذِى هُوَ مَهِينٌۭ وَلَا يَكَادُ يُبِينُ,Am I not better than this contemptible man who can hardly make his meaning clear:,428,25,6,197,89,6236,Meccan,FALSE,,11,"[أَمْ,أَنَا۠,خَيْرٌۭ,مِّنْ,هَٰذَا,ٱلَّذِى,هُوَ,مَهِينٌۭ,وَلَا,يَكَادُ,يُبِينُ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,52,4377,,فَلَوْلَآ أُلْقِىَ عَلَيْهِ أَسْوِرَةٌۭ مِّن ذَهَبٍ أَوْ جَآءَ مَعَهُ ٱلْمَلَٰٓئِكَةُ مُقْتَرِنِينَ,"and why have not armlets of gold been bestowed on him and why is there not a train of angels accompanying him?""",428,25,6,197,89,6236,Meccan,FALSE,,11,"[فَلَوْلَآ,أُلْقِىَ,عَلَيْهِ,أَسْوِرَةٌۭ,مِّن,ذَهَبٍ,أَوْ,جَآءَ,مَعَهُ,ٱلْمَلَٰٓئِكَةُ,مُقْتَرِنِينَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,53,4378,,فَٱسْتَخَفَّ قَوْمَهُۥ فَأَطَاعُوهُ ۚ إِنَّهُمْ كَانُوا۟ قَوْمًۭا فَٰسِقِينَ,In this way he fooled his people and they obeyed him: they were a rebellious people.,428,25,6,197,89,6236,Meccan,FALSE,,8,"[فَٱسْتَخَفَّ,قَوْمَهُۥ,فَأَطَاعُوهُ,ۚ,إِنَّهُمْ,كَانُوا۟,قَوْمًۭا,فَٰسِقِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,54,4379,,فَلَمَّآ ءَاسَفُونَا ٱنتَقَمْنَا مِنْهُمْ فَأَغْرَقْنَٰهُمْ أَجْمَعِينَ,"Then when they provoked Our wrath, We took revenge on them and drowned every one of them.",428,25,6,197,89,6236,Meccan,FALSE,,6,"[فَلَمَّآ,ءَاسَفُونَا,ٱنتَقَمْنَا,مِنْهُمْ,فَأَغْرَقْنَٰهُمْ,أَجْمَعِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,55,4380,,فَجَعَلْنَٰهُمْ سَلَفًۭا وَمَثَلًۭا لِّلْءَاخِرِينَ,"We made them a precedent, an example for later peoples.",428,25,6,197,89,6236,Meccan,FALSE,,4,"[فَجَعَلْنَٰهُمْ,سَلَفًۭا,وَمَثَلًۭا,لِّلْءَاخِرِينَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,56,4381,,۞ وَلَمَّا ضُرِبَ ٱبْنُ مَرْيَمَ مَثَلًا إِذَا قَوْمُكَ مِنْهُ يَصِدُّونَ,"When \[Jesus\] the son of Mary is held up as an example, your people raise an outcry on this,",429,25,6,198,89,6236,Meccan,FALSE,,10,"[۞,وَلَمَّا,ضُرِبَ,ٱبْنُ,مَرْيَمَ,مَثَلًا,إِذَا,قَوْمُكَ,مِنْهُ,يَصِدُّونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,57,4382,,وَقَالُوٓا۟ ءَأَٰلِهَتُنَا خَيْرٌ أَمْ هُوَ ۚ مَا ضَرَبُوهُ لَكَ إِلَّا جَدَلًۢا ۚ بَلْ هُمْ قَوْمٌ خَصِمُونَ,"saying, ""Are our gods better or him?"" -- they cite him only to challenge you: they are a contentious people --",429,25,6,198,89,6236,Meccan,FALSE,,16,"[وَقَالُوٓا۟,ءَأَٰلِهَتُنَا,خَيْرٌ,أَمْ,هُوَ,ۚ,مَا,ضَرَبُوهُ,لَكَ,إِلَّا,جَدَلًۢا,ۚ,بَلْ,هُمْ,قَوْمٌ,خَصِمُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,58,4383,,إِنْ هُوَ إِلَّا عَبْدٌ أَنْعَمْنَا عَلَيْهِ وَجَعَلْنَٰهُ مَثَلًۭا لِّبَنِىٓ إِسْرَٰٓءِيلَ,but he was only a servant We favoured and made an example for the Children of Israel:,429,25,6,198,89,6236,Meccan,FALSE,,10,"[إِنْ,هُوَ,إِلَّا,عَبْدٌ,أَنْعَمْنَا,عَلَيْهِ,وَجَعَلْنَٰهُ,مَثَلًۭا,لِّبَنِىٓ,إِسْرَٰٓءِيلَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,59,4384,,وَلَوْ نَشَآءُ لَجَعَلْنَا مِنكُم مَّلَٰٓئِكَةًۭ فِى ٱلْأَرْضِ يَخْلُفُونَ,"if We had so wished, We could have appointed angels in exchange for you to succeed you on the earth.",429,25,6,198,89,6236,Meccan,FALSE,,8,"[وَلَوْ,نَشَآءُ,لَجَعَلْنَا,مِنكُم,مَّلَٰٓئِكَةًۭ,فِى,ٱلْأَرْضِ,يَخْلُفُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,60,4385,,وَإِنَّهُۥ لَعِلْمٌۭ لِّلسَّاعَةِ فَلَا تَمْتَرُنَّ بِهَا وَٱتَّبِعُونِ ۚ هَٰذَا صِرَٰطٌۭ مُّسْتَقِيمٌۭ,He is a sign of the Hour. Have no doubt about it. But follow me. This is a straight path;,429,25,6,198,89,6236,Meccan,FALSE,,11,"[وَإِنَّهُۥ,لَعِلْمٌۭ,لِّلسَّاعَةِ,فَلَا,تَمْتَرُنَّ,بِهَا,وَٱتَّبِعُونِ,ۚ,هَٰذَا,صِرَٰطٌۭ,مُّسْتَقِيمٌۭ]",hope
43,The Ornaments of Gold,Az-Zukhruf,61,4386,,وَلَا يَصُدَّنَّكُمُ ٱلشَّيْطَٰنُ ۖ إِنَّهُۥ لَكُمْ عَدُوٌّۭ مُّبِينٌۭ,do not let Satan bar your way. He is truly your sworn enemy.,429,25,6,198,89,6236,Meccan,FALSE,,8,"[وَلَا,يَصُدَّنَّكُمُ,ٱلشَّيْطَٰنُ,ۖ,إِنَّهُۥ,لَكُمْ,عَدُوٌّۭ,مُّبِينٌۭ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,62,4387,,وَلَمَّا جَآءَ عِيسَىٰ بِٱلْبَيِّنَٰتِ قَالَ قَدْ جِئْتُكُم بِٱلْحِكْمَةِ وَلِأُبَيِّنَ لَكُم بَعْضَ ٱلَّذِى تَخْتَلِفُونَ فِيهِ ۖ فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ,"When Jesus came with clear signs, he said, ""Now I have come to you with wisdom, in order to make clear to you some of the things about which you dispute: therefore fear God and obey me.",429,25,6,198,89,6236,Meccan,FALSE,,18,"[وَلَمَّا,جَآءَ,عِيسَىٰ,بِٱلْبَيِّنَٰتِ,قَالَ,قَدْ,جِئْتُكُم,بِٱلْحِكْمَةِ,وَلِأُبَيِّنَ,لَكُم,بَعْضَ,ٱلَّذِى,تَخْتَلِفُونَ,فِيهِ,ۖ,فَٱتَّقُوا۟,ٱللَّهَ,وَأَطِيعُونِ]",hope
43,The Ornaments of Gold,Az-Zukhruf,63,4388,,إِنَّ ٱللَّهَ هُوَ رَبِّى وَرَبُّكُمْ فَٱعْبُدُوهُ ۚ هَٰذَا صِرَٰطٌۭ مُّسْتَقِيمٌۭ,"For God, He is my Lord and your Lord: so worship Him: that is a straight path.""",429,25,6,198,89,6236,Meccan,FALSE,,10,"[إِنَّ,ٱللَّهَ,هُوَ,رَبِّى,وَرَبُّكُمْ,فَٱعْبُدُوهُ,ۚ,هَٰذَا,صِرَٰطٌۭ,مُّسْتَقِيمٌۭ]",hope
43,The Ornaments of Gold,Az-Zukhruf,64,4389,,فَٱخْتَلَفَ ٱلْأَحْزَابُ مِنۢ بَيْنِهِمْ ۖ فَوَيْلٌۭ لِّلَّذِينَ ظَلَمُوا۟ مِنْ عَذَابِ يَوْمٍ أَلِيمٍ,The various factions among them differed -- woe then to those who did wrong: they will suffer the punishment of a painful Day.,429,25,6,198,89,6236,Meccan,FALSE,,12,"[فَٱخْتَلَفَ,ٱلْأَحْزَابُ,مِنۢ,بَيْنِهِمْ,ۖ,فَوَيْلٌۭ,لِّلَّذِينَ,ظَلَمُوا۟,مِنْ,عَذَابِ,يَوْمٍ,أَلِيمٍ]",divine justice
